mouse_genes	HGNC.symbol
Ext2	EXT2
Extl1	EXTL1
Extl2	EXTL2
Extl3	EXTL3
Eya1	EYA1
Eya2	EYA2
Eya3	EYA3
Eya4	EYA4
Ezh1	EZH1
Ezh2	EZH2
Ezr	EZR
F10	F10
F11r	F11R
F13a1	F13A1
F2	F2
F2r	F2R
F2rl1	F2RL1
F2rl2	F2RL2
F2rl3	F2RL3
F5	F5
F7	F7
F8	F8
F8a	F8A2
F8a	F8A3
F8a	F8A1
Faah	FAAH
Faap100	FAAP100
Faap24	FAAP24
Fabp4	FABP4
Fabp5	FABP5
Fabp9	FABP9
Fadd	FADD
Fads1	FADS1
Fads2	FADS2
Fads3	FADS3
Faf1	FAF1
Faf2	FAF2
Fah	FAH
Fahd1	FAHD1
Fahd2a	FAHD2A
Faim	FAIM
Faim2	FAIM2
Fam102a	FAM102A
Fam102b	FAM102B
Fam104a	FAM104B
Fam107b	FAM107B
Fam110a	FAM110A
Fam110b	FAM110B
Fam110c	FAM110C
Fam111a	FAM111A
Fam114a1	FAM114A1
Fam114a2	FAM114A2
Fam117a	FAM117A
Fam117b	FAM117B
Fam118a	FAM118A
Fam118b	FAM118B
Fam120a	FAM120A
Fam120b	FAM120B
Fam120c	FAM120C
Fam122a	FAM122A
Fam122b	FAM122B
Fam124a	FAM124A
Fam126a	FAM126A
Fam126b	FAM126B
Fam129a	FAM129A
Fam129b	FAM129B
Fam129c	FAM129C
Fam131a	FAM131A
Fam133b	FAM133B
Fam135a	FAM135A
Fam136a	FAM136A
Fam13a	FAM13A
Fam13b	FAM13B
Fam149b	FAM149B1
Fam151b	FAM151B
Fam160a2	FAM160A2
Fam160b1	FAM160B1
Fam160b2	FAM160B2
Fam161a	FAM161A
Fam161b	FAM161B
Fam162a	FAM162A
Fam167a	FAM167A
Fam168a	FAM168A
Fam168b	FAM168B
Fam169a	FAM169A
Fam169b	FAM169B
Fam171a1	FAM171A1
Fam171a2	FAM171A2
Fam172a	FAM172A
Fam173a	FAM173A
Fam174a	FAM174A
Fam174b	FAM174B
Fam177a	FAM177A1
Fam178b	FAM178B
Fam181b	FAM181B
Fam184a	FAM184A
Fam185a	FAM185A
Fam187b	FAM187B
Fam189b	FAM189B
Fam192a	FAM192A
Fam193a	FAM193A
Fam193b	FAM193B
Fam199x	FAM199X
Fam204a	FAM204A
Fam207a	FAM207A
Fam209	FAM209A
Fam209	FAM209B
Fam20b	FAM20B
Fam20c	FAM20C
Fam210a	FAM210A
Fam210b	FAM210B
Fam214a	FAM214A
Fam214b	FAM214B
Fam216a	FAM216A
Fam217a	FAM217A
Fam217b	FAM217B
Fam219a	FAM219A
Fam219b	FAM219B
Fam220a	FAM220A
Fam221a	FAM221A
Fam221b	FAM221B
Fam222a	FAM222A
Fam222b	FAM222B
Fam227a	FAM227A
Fam228b	FAM228B
Fam229a	FAM229A
Fam229b	FAM229B
Fam234a	FAM234A
Fam234b	FAM234B
Fam32a	FAM32A
Fam3a	FAM3A
Fam3b	FAM3B
Fam3c	FAM3C
Fam43a	FAM43A
Fam45a	FAM45A
Fam49a	FAM49A
Fam49b	FAM49B
Fam50a	FAM50A
Fam53a	FAM53A
Fam53b	FAM53B
Fam53c	FAM53C
Fam57a	FAM57A
Fam57b	FAM57B
Fam71b	FAM71B
Fam72a	FAM72D
Fam72a	FAM72A
Fam72a	FAM72B
Fam72a	FAM72C
Fam76a	FAM76A
Fam76b	FAM76B
Fam78a	FAM78A
Fam83a	FAM83A
Fam83d	FAM83D
Fam83e	FAM83E
Fam83f	FAM83F
Fam84b	LRATD2
Fam89b	FAM89B
Fam8a1	FAM8A1
Fam91a1	FAM91A1
Fam92a	FAM92A
Fam98a	FAM98A
Fam98b	FAM98B
Fam98c	FAM98C
Fan1	FAN1
Fanca	FANCA
Fancb	FANCB
Fancc	FANCC
Fancd2	FANCD2
Fance	FANCE
Fancf	FANCF
Fancg	FANCG
Fanci	FANCI
Fancl	FANCL
Fancm	FANCM
Far1	FAR1
Far2	FAR2
Farp1	FARP1
Farp2	FARP2
Fars2	FARS2
Farsa	FARSA
Farsb	FARSB
Fas	FAS
Fasl	FASLG
Fasn	FASN
Fastk	FASTK
Fastkd1	FASTKD1
Fastkd2	FASTKD2
Fastkd3	FASTKD3
Fastkd5	FASTKD5
Fau	FAU
Fbf1	FBF1
Fbl	FBL
Fbln1	FBLN1
Fbp1	FBP1
Fbrs	FBRS
Fbrsl1	FBRSL1
Fbxl12	FBXL12
Fbxl13	FBXL13
Fbxl14	FBXL14
Fbxl15	FBXL15
Fbxl17	FBXL17
Fbxl18	FBXL18
Fbxl19	FBXL19
Fbxl2	FBXL2
Fbxl20	FBXL20
Fbxl22	FBXL22
Fbxl3	FBXL3
Fbxl4	FBXL4
Fbxl5	FBXL5
Fbxl6	FBXL6
Fbxl8	FBXL8
Fbxo10	FBXO10
Fbxo11	FBXO11
Fbxo16	FBXO16
Fbxo17	FBXO17
Fbxo21	FBXO21
Fbxo22	FBXO22
Fbxo25	FBXO25
Fbxo28	FBXO28
Fbxo3	FBXO3
Fbxo30	FBXO30
Fbxo31	FBXO31
Fbxo32	FBXO32
Fbxo33	FBXO33
Fbxo34	FBXO34
Fbxo36	FBXO36
Fbxo38	FBXO38
Fbxo4	FBXO4
Fbxo42	FBXO42
Fbxo45	FBXO45
Fbxo46	FBXO46
Fbxo47	FBXO47
Fbxo48	FBXO48
Fbxo5	FBXO5
Fbxo6	FBXO6
Fbxo7	FBXO7
Fbxo8	FBXO8
Fbxo9	FBXO9
Fbxw10	CDRT1
Fbxw10	FBXW10
Fbxw11	FBXW11
Fbxw13	FBXW12
Fbxw2	FBXW2
Fbxw4	FBXW4
Fbxw5	FBXW5
Fbxw7	FBXW7
Fbxw8	FBXW8
Fbxw9	FBXW9
Fcer1a	FCER1A
Fcer1g	FCER1G
Fcer2a	FCER2
Fcf1	FCF1
Fcgr1	FCGR1A
Fcgr1	FCGR1B
Fcgr2b	FCGR2C
Fcgr2b	FCGR2B
Fcgr2b	FCGR2A
Fcgr3	FCGR2C
Fcgr3	FCGR2A
Fcgr3	FCGR2B
Fcgr4	FCGR3A
Fcgr4	FCGR3B
Fcgrt	FCGRT
Fcho1	FCHO1
Fcho2	FCHO2
Fchsd1	FCHSD1
Fchsd2	FCHSD2
Fcmr	FCMR
Fcnb	FCN1
Fcrl1	FCRL1
Fcrl5	FCRL5
Fcrla	FCRLA
Fdft1	FDFT1
Fdps	FDPS
Fdx1	FDX1
Fdx1l	FDX2
Fdxacb1	FDXACB1
Fech	FECH
Fem1a	FEM1A
Fem1b	FEM1B
Fem1c	FEM1C
Fen1	FEN1
Fer	FER
Fermt3	FERMT3
Fes	FES
Fez2	FEZ2
Ffar1	FFAR1
Ffar2	FFAR2
Fgd1	FGD1
Fgd2	FGD2
Fgd3	FGD3
Fgd4	FGD4
Fgd5	FGD5
Fgd6	FGD6
Fgf11	FGF11
Fgf3	FGF3
Fgfbp3	FGFBP3
Fgfr1	FGFR1
Fgfr1op	FGFR1OP
Fgfr1op2	FGFR1OP2
Fgfr3	FGFR3
Fgfrl1	FGFRL1
Fggy	FGGY
Fgl2	FGL2
Fgr	FGR
Fh1	FH
Fhdc1	FHDC1
Fhit	FHIT
Fhl1	FHL1
Fhl2	FHL2
Fhl3	FHL3
Fhod1	FHOD1
Fibp	FIBP
Ficd	FICD
Fig4	FIG4
Fignl1	FIGNL1
Filip1	FILIP1
Filip1l	FILIP1L
Fis1	FIS1
Fitm1	FITM1
Fitm2	FITM2
Fiz1	FIZ1
Fjx1	FJX1
Fkbp11	FKBP11
Fkbp14	FKBP14
Fkbp15	FKBP15
Fkbp1a	FKBP1C
Fkbp1a	FKBP1A
Fkbp1b	FKBP1B
Fkbp2	FKBP2
Fkbp3	FKBP3
Fkbp4	FKBP4
Fkbp5	FKBP5
Fkbp6	FKBP6
Fkbp7	FKBP7
Fkbp8	FKBP8
Fkbp9	FKBP9
Fkbpl	FKBPL
Fkrp	FKRP
Fktn	FKTN
Flad1	FLAD1
Flcn	FLCN
Fli1	FLI1
Flii	FLII
Flna	FLNA
Flnb	FLNB
Flot1	FLOT1
Flot2	FLOT2
Flt1	FLT1
Flt3	FLT3
Flt3l	FLT3LG
Flywch1	FLYWCH1
Flywch2	FLYWCH2
Fmc1	FMC1
Fmn2	FMN2
Fmnl1	FMNL1
Fmnl2	FMNL2
Fmnl3	FMNL3
Fmo5	FMO5
Fmr1	FMR1
Fn1	FN1
Fn3k	FN3K
Fn3krp	FN3KRP
Fnbp1	FNBP1
Fnbp1l	FNBP1L
Fnbp4	FNBP4
Fndc10	FNDC10
Fndc3a	FNDC3A
Fndc3b	FNDC3B
Fndc4	FNDC4
Fnip1	FNIP1
Fnip2	FNIP2
Fnta	FNTA
Fntb	CHURC1-FNTB
Fntb	FNTB
Focad	FOCAD
Folr1	FOLR1
Fopnl	FOPNL
Fos	FOS
Fosb	FOSB
Fosl1	FOSL1
Fosl2	FOSL2
Foxa3	FOXA3
Foxd2	FOXD2
Foxd4	FOXD4L1
Foxd4	FOXD4L3
Foxd4	FOXD4
Foxd4	FOXD4L4
Foxd4	FOXD4L5
Foxd4	FOXD4L6
Foxj2	FOXJ2
Foxj3	FOXJ3
Foxk1	FOXK1
Foxk2	FOXK2
Foxm1	FOXM1
Foxn2	FOXN2
Foxn3	FOXN3
Foxo1	FOXO1
Foxo3	FOXO3
Foxo4	FOXO4
Foxp3	FOXP3
Foxp4	FOXP4
Foxr1	FOXR1
Foxred1	FOXRED1
Foxred2	FOXRED2
Fpgs	FPGS
Fpgt	FPGT
Fpr1	FPR1
Fpr2	FPR2
Fra10ac1	FRA10AC1
Frat1	FRAT1
Frat2	FRAT2
Frg1	FRG1
Frmd4a	FRMD4A
Frmd4b	FRMD4B
Frmd6	FRMD6
Frmd8	FRMD8
Frrs1	FRRS1
Frs2	FRS2
Frs3	FRS3
Fry	FRY
Fryl	FRYL
Fscn1	FSCN1
Fsd1l	FSD1L
Fsd2	FSD2
Fstl1	FSTL1
Fstl3	FSTL3
Ftl1	FTL
Ftl1-ps1	FTL
Fto	FTO
Ftsj1	FTSJ1
Ftsj3	FTSJ3
Fubp1	FUBP1
Fubp3	FUBP3
Fuca1	FUCA1
Fuca2	FUCA2
Fuk	FCSK
Fundc1	FUNDC1
Fundc2	FUNDC2
Fuom	FUOM
Furin	FURIN
Fus	FUS
Fut10	FUT10
Fut11	FUT11
Fut4	FUT4
Fut7	FUT7
Fut8	FUT8
Fuz	FUZ
Fxn	FXN
Fxr1	FXR1
Fxr2	FXR2
Fxyd1	FXYD1
Fxyd2	FXYD2
Fxyd2	FXYD6-FXYD2
Fxyd4	FXYD4
Fxyd6	FXYD6
Fxyd7	FXYD7
Fyb	FYB1
Fyco1	FYCO1
Fyn	FYN
Fyttd1	FYTTD1
Fzd3	FZD3
Fzd4	FZD4
Fzd5	FZD5
Fzd6	FZD6
Fzd7	FZD7
Fzd8	FZD8
Fzd9	FZD9
Fzr1	FZR1
G0s2	G0S2
G2e3	G2E3
G3bp1	G3BP1
G3bp2	G3BP2
G6pc3	G6PC3
G6pd2	G6PD
G6pdx	G6PD
Gaa	GAA
Gab1	GAB1
Gab2	GAB2
Gab3	GAB3
Gabarap	GABARAP
Gabarapl1	GABARAPL1
Gabarapl2	GABARAPL2
Gabbr1	GABBR1
Gabpa	GABPA
Gabpb1	GABPB1
Gabpb2	GABPB2
Gabre	GABRE
Gabrr2	GABRR2
Gad1	GAD1
Gadd45a	GADD45A
Gadd45b	GADD45B
Gadd45g	GADD45G
Gadd45gip1	GADD45GIP1
Gadl1	GADL1
Gak	GAK
Gal	GAL
Gal3st1	GAL3ST1
Galc	GALC
Gale	GALE
Galk1	GALK1
Galk2	GALK2
Galm	GALM
Galns	GALNS
Galnt1	GALNT1
Galnt10	GALNT10
Galnt11	GALNT11
Galnt12	GALNT12
Galnt2	GALNT2
Galnt3	GALNT3
Galnt4	GALNT4
Galnt4	POC1B-GALNT4
Galnt5	GALNT5
Galnt6	GALNT6
Galnt7	GALNT7
Galnt9	GALNT9
Galt	GALT
Gamt	GAMT
Gan	GAN
Ganab	GANAB
Ganc	GANC
Gapdh	GAPDH
Gapt	GAPT
Gapvd1	GAPVD1
Gar1	GAR1
Garem1	GAREM1
Garnl3	GARNL3
Gars	GARS
Gart	GART
Gas2	GAS2
Gas2l1	GAS2L1
Gas2l3	GAS2L3
Gas6	GAS6
Gas8	GAS8
Gata1	GATA1
Gata2	GATA2
Gata3	GATA3
Gatad1	GATAD1
Gatad2a	GATAD2A
Gatad2b	GATAD2B
Gatb	GATB
Gatc	GATC
Gatm	GATM
Gba	GBA
Gba2	GBA2
Gbe1	GBE1
Gbf1	GBF1
Gbp2	GBP2
Gbp3	GBP3
Gbp4	GBP6
Gbp5	GBP5
Gbp6	GBP6
Gbp7	GBP3
Gbp8	GBP6
Gbp9	GBP6
Gbx2	GBX2
Gca	GCA
Gcat	GCAT
Gcc1	GCC1
Gcc2	GCC2
Gcdh	GCDH
Gcfc2	GCFC2
Gch1	GCH1
Gchfr	GCHFR
Gclc	GCLC
Gclm	GCLM
Gcn1l1	GCN1
Gcnt1	GCNT1
Gcnt2	GCNT2
Gcsam	GCSAM
Gcsh	GCSH
Gda	GDA
Gdap1	GDAP1
Gdap2	GDAP2
Gde1	GDE1
Gdf11	GDF11
Gdf15	GDF15
Gdf3	GDF3
Gdf9	GDF9
Gdi1	GDI1
Gdi2	GDI2
Gdpd1	GDPD1
Gdpd3	GDPD3
Gdpd5	GDPD5
Gdpgp1	GDPGP1
Gem	GEM
Gemin2	GEMIN2
Gemin4	GEMIN4
Gemin5	GEMIN5
Gemin6	GEMIN6
Gemin7	GEMIN7
Gemin8	GEMIN8
Gen1	GEN1
Get4	GET4
Gfap	GFAP
Gfer	GFER
Gfi1	GFI1
Gfi1b	GFI1B
Gfm1	GFM1
Gfm2	GFM2
Gfod1	GFOD1
Gfod2	GFOD2
Gfpt1	GFPT1
Gfpt2	GFPT2
Gfra1	GFRA1
Gfra2	GFRA2
Gfra4	GFRA4
Gga1	GGA1
Gga2	GGA2
Gga3	GGA3
Ggact	GGACT
Ggct	GGCT
Ggcx	GGCX
Ggh	GGH
Ggn	GGN
Ggnbp1	ZBTB9
Ggnbp2	GGNBP2
Ggps1	GGPS1
Ggt1	GGTLC2
Ggt1	GGT1
Ggt1	GGTLC3
Ggt1	GGT2
Ggt1	GGTLC1
Ggt5	GGT5
Gh	GH2
Gh	CSHL1
Gh	CSH2
Gh	CSH1
Gh	GH1
Ghdc	GHDC
Ghitm	GHITM
Ghr	GHR
Gid4	GID4
Gid8	GID8
Gigyf1	GIGYF1
Gigyf2	GIGYF2
Gimap1	GIMAP1
Gimap3	GIMAP1-GIMAP5
Gimap3	GIMAP5
Gimap4	GIMAP4
Gimap5	GIMAP1-GIMAP5
Gimap5	GIMAP5
Gimap6	GIMAP6
Gimap7	GIMAP7
Gimap8	GIMAP8
Gin1	GIN1
Ginm1	GINM1
Gins1	GINS1
Gins2	GINS2
Gins3	GINS3
Gins4	GINS4
Gipc1	GIPC1
Git1	GIT1
Git2	GIT2
Gja1	GJA1
Gjb2	GJB2
Gjb3	GJB3
Gk	GK3P
Gk	GK
Gk5	GK5
Gkap1	GKAP1
Gkn3	GKN3P
Gla	GLA
Glb1	GLB1
Glb1l	GLB1L
Glcci1	GLCCI1
Glce	GLCE
Gle1	GLE1
Glg1	GLG1
Glipr1	GLIPR1
Glipr1l1	GLIPR1L1
Glipr2	GLIPR2
Glis2	GLIS2
Glis3	GLIS3
Glmn	GLMN
Glmp	GLMP
Glo1	GLO1
Glod4	GLOD4
Glrx	GLRX
Glrx3	GLRX3
Glrx5	GLRX5
Gls	GLS
Gls2	GLS2
Glt1d1	GLT1D1
Glt8d1	GLT8D1
Glt8d2	GLT8D2
Gltp	GLTP
Glud1	GLUD1
Glud1	GLUD2
Glul	GLUL
Glyctk	GLYCTK
Glyr1	GLYR1
Gm10031	CSNK2A1
Gm10031	CSNK2A3
Gm10131	ERH
Gm10184	KPNA2
Gm10260	RPS18
Gm10282	HMGN4
Gm10282	HMGN2
Gm10320	SEC61B
Gm10358	GAPDH
Gm10767	RAMAC
Gm10767	RAMACL
Gm1123	CXADR
Gm11273	COX5B
Gm11808	UBA52
Gm11992	C7orf57
Gm12166	SFT2D1
Gm12184	CDK2AP1
Gm12666	LARP7
Gm128	C1orf56
Gm13305	IL11RA
Gm14085	SLC28A2
Gm14548	LILRA4
Gm14548	LILRB5
Gm14548	LILRB3
Gm14548	LILRA6
Gm14548	LILRA5
Gm14548	LILRB4
Gm14698	STYX
Gm15448	LILRB3
Gm15448	LILRB5
Gm15448	LILRA4
Gm15448	LILRB4
Gm15448	LILRA5
Gm15448	LILRA6
Gm16381	UBL5
Gm1673	C4orf48
Gm17018	DPCD
Gm17455	C10orf105
Gm2000	RPL35
Gm20219	TINCR
Gm20390	NME1-NME2
Gm20498	SYNJ2BP-COX16
Gm20517	MED20
Gm20604	GON7
Gm20605	LRCH4
Gm21988	RNASEK
Gm21992	RBM4
Gm22442	SCARNA21
Gm22711	SNORA50C
Gm22767	SCARNA1
Gm22980	SNORD38B
Gm22980	SNORD38C
Gm23119	SCARNA17
Gm23143	RNU5E-1
Gm23287	RNU5E-1
Gm23472	RNU2-1
Gm23639	SNORA13
Gm23971	RNU2-1
Gm24265	RNU4-1
Gm24336	SNORA12
Gm24407	RNU4-2
Gm24507	SCARNA18
Gm24616	SNORA4
Gm24888	SNORA3C
Gm24888	SNORA3B
Gm25099	RNU5E-1
Gm25313	RNU5B-1
Gm25360	RNU2-1
Gm25939	RNU2-1
Gm26132	SNORA57
Gm27029	AARSD1
Gm27029	PTGES3L-AARSD1
Gm28048	COMMD1
Gm28285	MATR3
Gm29394	ZHX1-C8orf76
Gm29394	C8orf76
Gm29609	GTF3C2
Gm2a	GM2A
Gm3448	TCTE3
Gm3550	RPL29
Gm3839	GAPDH
Gm38394	ZBED6
Gm42517	TMEM271
Gm42715	SRCAP
Gm45716	SMIM36
Gm45902	UTF1
Gm4737	AHCY
Gm5150	SIRPA
Gm5150	SIRPB1
Gm5150	SIRPG
Gm527	C14orf28
Gm5426	ATP5MGL
Gm5426	ATP5MG
Gm5580	EIF4A3
Gm5617	C11orf71
Gm6169	PLP2
Gm7102	MPLKIP
Gm7879	PPIH
Gm8251	CCDC168
Gm867	C22orf15
Gm8773	FAM237B
Gm8994	EIF4A3
Gm9008	RNF26
Gm973	KIAA2012
Gm9733	SIRPG
Gm9733	SIRPB1
Gm9733	SIRPA
Gm9774	ADRM1
Gm9803	PAM16
Gm9833	MYEF2
Gm9844	TMSB10
Gmcl1	GMCL1
Gmcl1	GMCL2
Gmds	GMDS
Gmeb1	GMEB1
Gmeb2	GMEB2
Gmfb	GMFB
Gmfg	GMFG
Gmip	GMIP
Gml	GML
Gml2	GML
Gmnn	GMNN
Gmppa	GMPPA
Gmppb	GMPPB
Gmpr	GMPR
Gmpr2	GMPR2
Gmps	GMPS
Gna11	GNA11
Gna12	GNA12
Gna13	GNA13
Gna14	GNA14
Gna15	GNA15
Gnai2	GNAI2
Gnai3	GNAI3
Gnal	GNAL
Gnas	GNAS
Gnat2	GNAT2
Gnaz	GNAZ
Gnb1	GNB1
Gnb1l	GNB1L
Gnb2	GNB2
Gnb4	GNB4
Gnb5	GNB5
Gne	GNE
Gng10	GNG10
Gng11	GNG11
Gng12	GNG12
Gng2	GNG2
Gng3	GNG3
Gng5	GNG5
Gng7	GNG7
Gngt2	GNGT2
Gnl1	GNL1
Gnl2	GNL2
Gnl3	GNL3
Gnl3l	GNL3L
Gnpat	GNPAT
Gnpda1	GNPDA1
Gnpda2	GNPDA2
Gnpnat1	GNPNAT1
Gnptab	GNPTAB
Gnptg	GNPTG
Gnrh1	GNRH1
Gns	GNS
Golga1	GOLGA1
Golga2	GOLGA2
Golga2	GOLGA8N
Golga2	GOLGA8O
Golga2	GOLGA8R
Golga2	GOLGA8Q
Golga2	GOLGA8J
Golga2	GOLGA8K
Golga2	GOLGA8G
Golga2	GOLGA8A
Golga2	GOLGA6C
Golga2	GOLGA8M
Golga2	GOLGA8H
Golga2	GOLGA6D
Golga2	GOLGA6A
Golga2	GOLGA8T
Golga2	GOLGA6B
Golga2	GOLGA8B
Golga2	GOLGA8F
Golga2	GOLGA8S
Golga3	GOLGA3
Golga4	GOLGA4
Golga5	GOLGA5
Golga7	GOLGA7
Golgb1	GOLGB1
Golim4	GOLIM4
Golm1	GOLM1
Golph3	GOLPH3
Golph3l	GOLPH3L
Golt1b	GOLT1B
Gon4l	YY1AP1
Gon4l	GON4L
Gon7	GON7
Gopc	GOPC
Gorab	GORAB
Gorasp1	GORASP1
Gorasp2	GORASP2
Gosr1	GOSR1
Gosr2	GOSR2
Got1	GOT1
Got2	GOT2
Gp1ba	GP1BA
Gp1bb	GP1BB
Gp5	GP5
Gp9	GP9
Gpaa1	GPAA1
Gpam	GPAM
Gpank1	GPANK1
Gpat3	GPAT3
Gpat4	GPAT4
Gpatch1	GPATCH1
Gpatch11	GPATCH11
Gpatch2	GPATCH2
Gpatch2l	GPATCH2L
Gpatch3	GPATCH3
Gpatch4	GPATCH4
Gpatch8	GPATCH8
Gpbp1	GPBP1
Gpbp1l1	GPBP1L1
Gpc1	GPC1
Gpc2	GPC2
Gpc3	GPC3
Gpc4	GPC4
Gpcpd1	GPCPD1
Gpd1	GPD1
Gpd1l	GPD1L
Gpd2	GPD2
Gphn	GPHN
Gpi1	GPI
Gpkow	GPKOW
Gpm6b	GPM6B
Gpn1	GPN1
Gpn2	GPN2
Gpn3	GPN3
Gpr107	GPR107
Gpr108	GPR108
Gpr12	GPR12
Gpr137	GPR137
Gpr137b	GPR137B
Gpr137c	GPR137C
Gpr141	GPR141
Gpr146	GPR146
Gpr155	GPR155
Gpr157	GPR157
Gpr160	GPR160
Gpr161	GPR161
Gpr171	GPR171
Gpr174	GPR174
Gpr18	GPR18
Gpr180	GPR180
Gpr183	GPR183
Gpr19	GPR19
Gpr21	GPR21
Gpr27	GPR27
Gpr34	GPR34
Gpr35	GPR35
Gpr45	GPR45
Gpr55	GPR55
Gpr65	GPR65
Gpr68	GPR68
Gpr89	GPR89A
Gpr89	GPR89B
Gprasp1	GPRASP1
Gprasp2	GPRASP2
Gprc5b	GPRC5B
Gprin3	GPRIN3
Gps1	GPS1
Gps2	GPS2
Gpsm1	GPSM1
Gpsm2	GPSM2
Gpsm3	GPSM3
Gpt	GPT
Gpt2	GPT2
Gpx1	GPX1
Gpx3	GPX3
Gpx4	GPX4
Gpx7	GPX7
Gpx8	GPX8
Gramd1a	GRAMD1A
Gramd1b	GRAMD1B
Gramd1c	GRAMD1C
Gramd2	GRAMD2A
Gramd3	GRAMD2B
Gramd4	GRAMD4
Grap	GRAP
Grap2	GRAP2
Grasp	GRASP
Grb10	GRB10
Grb14	GRB14
Grb2	GRB2
Grb7	GRB7
Grcc10	C12orf57
Grhl1	GRHL1
Grhpr	GRHPR
Gria3	GRIA3
Grik5	GRIK5
Grina	GRINA
Gripap1	GRIPAP1
Grk2	GRK2
Grk3	GRK3
Grk4	GRK4
Grk5	GRK5
Grk6	GRK6
Grm1	GRM1
Grm6	GRM6
Grn	GRN
Grpel1	GRPEL1
Grpel2	GRPEL2
Grrp1	FAM110D
Grsf1	GRSF1
Grtp1	GRTP1
Grwd1	GRWD1
Gsap	GSAP
Gsdma	GSDMA
Gsdmd	GSDMD
Gse1	GSE1
Gsg1	GSG1
Gsk3a	GSK3A
Gsk3b	GSK3B
Gskip	GSKIP
Gsn	GSN
Gspt1	GSPT1
Gspt2	GSPT2
Gsr	GSR
Gss	GSS
Gsta3	GSTA5
Gstcd	GSTCD
Gstk1	GSTK1
Gstm1	GSTM1
Gstm2	GSTM1
Gstm4	GSTM4
Gstm5	GSTM3
Gstm7	GSTM2
Gsto1	GSTO1
Gsto2	GSTO2
Gstp1	GSTP1
Gstp2	GSTP1
Gstt2	GSTT2
Gstt2	GSTT2B
Gstz1	GSTZ1
Gtdc1	GTDC1
Gtf2a1	GTF2A1
Gtf2a2	GTF2A2
Gtf2b	GTF2B
Gtf2e1	GTF2E1
Gtf2e2	GTF2E2
Gtf2f1	GTF2F1
Gtf2f2	GTF2F2
Gtf2h1	GTF2H1
Gtf2h2	GTF2H2C
Gtf2h2	GTF2H2
Gtf2h3	GTF2H3
Gtf2h4	GTF2H4
Gtf2h5	GTF2H5
Gtf2i	GTF2I
Gtf2ird1	GTF2IRD1
Gtf2ird2	GTF2IRD2
Gtf2ird2	GTF2IRD2B
Gtf3a	GTF3A
Gtf3c1	GTF3C1
Gtf3c2	GTF3C2
Gtf3c3	GTF3C3
Gtf3c4	GTF3C4
Gtf3c5	GTF3C5
Gtf3c6	GTF3C6
Gtpbp1	GTPBP1
Gtpbp10	GTPBP10
Gtpbp2	GTPBP2
Gtpbp3	GTPBP3
Gtpbp4	GTPBP4
Gtpbp6	GTPBP6
Gtpbp8	GTPBP8
Gtse1	GTSE1
Guca1a	GUCA1A
Guca1b	GUCA1B
Gucd1	GUCD1
Guf1	GUF1
Guk1	GUK1
Gulp1	GULP1
Gusb	GUSB
Gxylt1	GXYLT1
Gyg	GYG1
Gypa	GYPB
Gypa	GYPE
Gypa	GYPA
Gypc	GYPC
Gys1	GYS1
Gzf1	GZF1
Gzma	GZMA
Gzmb	GZMB
Gzmc	GZMB
Gzmm	GZMM
H13	HM13
H1f0	H1F0
H1fx	H1FX
H2-Ab1	HLA-DQB1
H2-Ab1	HLA-DQB2
H2-DMa	HLA-DMA
H2-DMb1	HLA-DMB
H2-DMb2	HLA-DMB
H2-Eb2	HLA-DRB5
H2-Eb2	HLA-DRB1
H2-Ke6	HSD17B8
H2-Oa	HLA-DOA
H2-Ob	HLA-DOB
H2afj	H2AFJ
H2afv	H2AFV
H2afx	H2AFX
H2afy	H2AFY
H2afy2	H2AFY2
H2afz	H2AFZ
H3f3a	H3F3A
H3f3b	H3F3B
H6pd	H6PD
Haao	HAAO
Habp4	HABP4
Hacd1	HACD1
Hacd2	HACD2
Hacd3	HACD3
Hacd4	HACD4
Hace1	HACE1
Hacl1	HACL1
Hadh	HADH
Hadha	HADHA
Hadhb	HADHB
Hagh	HAGH
Haghl	HAGHL
Hal	HAL
Harbi1	HARBI1
Hars	HARS
Hars2	HARS2
Hat1	HAT1
Haus1	HAUS1
Haus2	HAUS2
Haus3	HAUS3
Haus4	HAUS4
Haus5	HAUS5
Haus6	HAUS6
Haus7	HAUS7
Haus8	HAUS8
Havcr1	HAVCR1
Havcr2	HAVCR2
Hax1	HAX1
Hba-a1	HBA1
Hba-a1	HBA2
Hba-a2	HBA1
Hba-a2	HBA2
Hbegf	HBEGF
Hbp1	HBP1
Hbq1b	HBQ1
Hbs1l	HBS1L
Hcar2	HCAR3
Hcar2	HCAR2
Hccs	HCCS
Hcfc1	HCFC1
Hcfc1r1	HCFC1R1
Hcfc2	HCFC2
Hck	HCK
Hcls1	HCLS1
Hcn2	HCN2
Hcn3	HCN3
Hcst	HCST
Hdac1	HDAC1
Hdac10	HDAC10
Hdac11	HDAC11
Hdac2	HDAC2
Hdac3	HDAC3
Hdac4	HDAC4
Hdac5	HDAC5
Hdac6	HDAC6
Hdac7	HDAC7
Hdac8	HDAC8
Hdac9	HDAC9
Hdc	HDC
Hddc2	HDDC2
Hddc3	HDDC3
Hdgf	HDGF
Hdhd2	HDHD2
Hdhd2	IER3IP1
Hdhd3	HDHD3
Hdlbp	HDLBP
Hdx	HDX
Heatr1	HEATR1
Heatr3	HEATR3
Heatr5a	HEATR5A
Heatr5b	HEATR5B
Heatr6	HEATR6
Hebp1	HEBP1
Hebp2	HEBP2
Heca	HECA
